19480	4522	14530	5525	-3851	2211	16313	-19599	3669	-19527	6095	-7659	-8577	379	12234	7152
5463	14115	17780	16981	6653	-1526	-5476	16406	19769	-14700	-7587	-968	13286	-8154	-12914	-14085
-12106	17481	14511	7383	-4938	-14754	17089	-9152	-8072	15144	6283	-18934	-11279	-4013	11483	9534
8008	-17221	-12991	-6532	7880	-14501	14458	19565	8026	8657	13766	2769	9997	19337	-2536	-2421
8431	3958	-1041	-13660	-3972	-16732	-10240	14524	10408	19783	3051	-19742	-9706	-14402	8242	7894
7497	6861	-12742	-9092	-12696	-14153	17360	-4194	15183	1286	-15533	15080	-9905	-16307	-4664	515
-13349	-8683	3602	-9259	-16374	8686	18663	-3849	3633	17393	12264	15320	-14420	11221	16531	-15157
3041	13899	15015	-11065	17475	-14843	6255	-2794	-16961	15836	-13795	7231	9703	-11187	10499	-5964
3993	-9432	-17618	-13152	15238	-2607	-18852	-5886	1841	-1314	-16942	-8918	15821	-18578	-17062	-13428
-2815	10339	-14652	610	-2241	19228	10727	11625	-12326	7754	12776	-19391	-12002	8084	8946	13878
-17346	15933	-4414	17427	13675	-16951	6401	7544	-17296	-16978	5983	18193	-716	-7766	4317	680
17318	-3522	-5958	6110	18708	-4445	-9675	-9588	15609	-19546	-2235	-4392	18582	19304	12541	-18168
4879	12931	-2438	-11122	-9307	8251	-17654	-18183	-8012	-11362	-10356	-2561	-6896	5202	16070	-8133
3688	-16138	8982	-8163	1765	-13909	-6449	10255	-18908	-15255	-18983	-8950	-5665	-18863	15737	7582
10346	19631	19212	831	1017	-18151	-11823	-13004	-13899	14991	14763	12552	5393	-8506	14795	-16940
-675	-3310	-13538	12494	-16070	-16262	13373	10279	-7753	-12420	-5272	-11890	-16582	10446	5388	10627
-12532	-8815	-3487	-11654	-16942	9058	-11500	3611	-7359	-15178	-7110	-7018	-6467	-11167	18401	2009
-17764	19793	9394	-17257	-5302	-14083	-3248	-1853	6977	-5729	-19458	130	-9369	12038	-7374	-2501
-6171	18097	12148	16644	5869	-3294	-14559	-4940	18430	-562	2474	-14966	-16847	-11290	-19373	-19698
6543	6540	-2257	17663	-8278	-14967	16042	-239	124	-9337	-1972	-11910	-12842	-6813	3653	-647
-397	-19658	2112	-17409	-9760	-2967	-3202	320	-4377	-1125	-5739	9237	6699	-11212	-18005	-11426
-12393	975	10767	-3221	-12395	-9948	-8367	4522	18777	9866	17032	-11725	-15844	-11781	-2081	-11970
37	7695	18928	-18954	-13168	-11820	-9545	14945	13502	-6130	19579	-19836	420	1173	-15720	15065
-8151	6205	2378	12102	-13242	-10836	7454	-13344	-17003	4866	-2477	1455	1198	-4005	-3530	1531
1245	-16763	-12479	-7114	9648	7108	17515	5152	-18442	8096	3444	5975	8205	17426	266	6485
18723	-2391	-15478	19036	-7256	2436	6887	3439	16235	8221	-17814	-11973	-17275	11848	10767	-5644
-5512	12836	10085	-19480	-2844	-5189	17235	10131	-9155	10299	6354	4686	4423	15093	-12676	17558
9639	10470	18935	14129	-19002	-4706	-18097	-16970	-13838	19790	-9945	5870	7755	14840	-7402	5243
17183	-2575	1543	-1999	17731	18602	-15036	-3274	13766	19220	-3247	-10248	-19976	-5892	9365	10854
-7002	-3480	-12238	3084	12421	1004	19091	-3817	3756	11673	14507	6759	17777	-6067	-7303	6132
7936	18161	-14180	17679	16202	-11850	-3957	-13386	16084	4132	-6815	19139	-5552	-11305	18148	7379
15466	11158	6237	12944	-11635	-116	17989	16706	-3221	-861	15482	8654	3074	13015	10794	8855
180	17413	5965	3380	-4066	-3046	-11336	4156	-7207	17483	15151	7673	12687	-4111	-8226	6710
11619	-14380	1972	1228	15363	-721	-3527	10394	-11704	-7993	-16111	-7042	-10471	8043	8733	8491
-17101	8670	-16577	3683	-2833	1073	10021	16379	-13947	19244	-13341	6666	-3431	8746	16590	-16189
1246	-18622	392	-9401	15398	11133	15195	10614	-13857	-4807	-8273	11740	-9968	11985	-13192	-6557
12149	11567	18791	6089	18483	9019	1944	-9239	-6282	4926	-19104	-289	-12876	11423	14153	13466
17762	16806	-3818	2027	-8957	17308	3347	-15249	-1244	12333	-2746	9041	9172	-411	3149	1426
6215	5984	3701	17791	-17451	9523	-2668	-2917	719	-11217	-18609	-11077	14563	18549	-6354	2187
-14526	-690	-15650	2692	7790	10488	-18233	-14983	-15846	1888	-8173	14063	18080	-464	11793	4558
-19668	-15055	3497	-14029	18923	-7441	9160	-10608	-6966	11367	19614	7400	-13220	-19978	-2845	12363
18005	-8301	-17737	-3816	-299	-14466	-4005	18331	3922	-19372	-6099	3474	-4842	4004	-7388	-16978
19551	6517	-13355	-907	-11031	-10582	6313	17022	-13320	12525	-420	13336	-9235	6191	-16272	-4598
-1471	-6227	-1928	-14886	1589	852	11761	-1419	-3052	2726	-9251	13887	-10316	6933	12315	19843
-6527	-2914	11914	15824	2196	4804	-11005	-10844	14238	5499	8505	-1252	8351	-16564	6645	-7280
14919	-15185	1181	-19548	12230	11143	7394	-11317	-4978	-17921	-15093	14960	-19887	11382	5606	15382
19523	15355	4874	247	7505	17779	14067	-6229	5509	-5956	-18842	-14942	10894	7927	-1987	18185
-1491	-3184	-4930	-19021	-19957	9041	17499	10632	-12358	-3076	-12952	6325	-15694	13136	14729	-2038
-12004	4144	-18545	3380	10434	12551	-10355	6222	16681	4826	14508	5753	16606	3788	-18417	19423
18717	-13162	-9421	3540	-2506	-18238	16	90	-14218	1152	16522	-6760	16728	-7165	16294	16595
-17221	10088	14997	16616	17051	11095	-6849	17093	-6593	12840	4775	7073	17062	1321	7255	515
766	2026	4947	1389	16404	13458	14206	-16879	4840	-6735	-8330	-9331	-15966	7763	8087	-15793
-6058	7108	-4497	-15930	-10105	-10728	-17101	-12051	-18942	-1788	-8109	574	-9462	-8886	-13082	10992
537	-12633	-7325	2918	266	570	-11077	10785	10018	2733	12854	-14740	17511	16950	17132	-14098
17330	-889	3379	16033	1918	-10394	5089	-12490	-423	19021	18622	9634	15653	8849	11383	2704
-17233	-7957	1368	-16501	14246	1794	-13678	-7518	7629	12735	-1970	-8757	669	9075	-7555	7946
-4423	-17750	1234	5062	-5130	-15311	-16788	14209	13762	-17769	-10210	-15399	10322	5177	-177	-1196
9315	-3310	18602	3873	14575	3398	-14533	-5388	13075	-8177	-4891	-1260	-11499	-3554	10368	-12296
-4339	2522	12442	-4472	1714	13805	-14889	-3036	8425	14578	-2272	6598	-17656	5251	-9278	-17698
-10987	-1829	-1880	-3303	3400	-14297	-15522	12742	-1523	-19194	-7503	13130	-17703	8785	-11992	-14008
15325	-19091	-13528	7803	17942	15020	3517	-15694	7230	4981	-3875	-19617	15066	-4795	-15278	18839
17191	-16151	-3503	-262	-168	-906	6408	19320	-19100	-12902	-7757	12892	-8544	6875	-8099	-11609
13282	3891	17511	14802	-3376	-4219	15977	19671	-6294	11723	11289	18135	-11067	11200	-11653	-15181
-5258	4633	-6880	-9379	-9239	-5976	-7032	4528	-11777	-1251	18934	-2511	15924	1476	14187	5697
-12133	9209	9552	-17658	-18569	-16689	-12578	-1016	7275	-18934	10149	-11644	-2039	-9735	-4194	-12640
-4300	17153	-5206	11793	-8238	4174	-19248	-16472	18459	-6875	9634	-17800	-12045	14618	5632	7341
14593	-9293	18337	-16851	6582	-18030	-396	-17900	5145	7548	-586	8290	19488	-7739	106	1392
-2661	15124	-1897	19889	5945	18755	6511	-17952	-10614	-16444	3853	12905	267	1311	-17101	-5752
3261	13831	-17001	-6417	-4319	-6995	18957	1218	-12130	-1264	16631	4548	16163	9940	-11494	-1130
3221	8105	7276	-16919	6316	6164	7080	19941	6769	-7055	-1770	-15300	-12789	6588	10716	9324
-17849	-9151	9225	3292	-15291	15868	1654	-2687	12195	-18749	-17750	16026	3224	7506	10437	12087
17605	5499	-12444	-1393	-1489	-6152	-4373	5776	17759	1649	3667	10670	-9439	-19223	-11415	6618
-4510	146	-11377	-11734	-1536	19634	-18437	10482	-15629	11828	-19148	-1541	-8144	-16098	18940	-2356
7922	-14456	14592	1814	14584	-17576	-9658	-13741	-13334	-13813	-17320	17889	12182	18967	-10747	7280
-377	4243	8849	-13497	18566	-479	-4373	-2682	-5956	-10181	-6734	12556	-15378	-17124	17712	12746
-6212	16562	16939	2706	1814	-333	9198	-1426	9866	9758	829	12372	-1593	17500	18619	9484
11467	9628	15936	-12774	16294	7662	-12824	-15359	7829	-18381	15606	-9479	18988	-10849	-13857	-10479
14880	16673	-18389	-3259	11126	-13476	2167	187	2117	19791	30	6132	17636	-8095	-13455	9513
14561	3333	14654	-10764	-12718	-11817	-15377	10602	-18907	-12409	18094	18094	17807	8644	-6882	-8706
-17263	10280	9062	-18113	-14211	-8923	12442	-18549	12205	19859	-250	778	7071	3019	-3157	17484
-248	12726	-15661	-16875	-10231	-14419	7331	19391	15466	-9617	-7282	19806	-9956	12157	-2724	-6055
12226	8320	13041	-8661	-4935	-6261	-1301	-6658	18562	19871	19682	11903	-11759	18593	-11695	-9225
-15789	16495	-4485	-16676	-5510	-9554	-16405	-17371	16054	-10623	6198	-17477	-13998	5742	2584	-17976
-6844	14891	19046	13410	-2085	-8862	-9305	-15193	8144	-17956	18293	5869	4899	-1174	-2650	2249
-7011	-2031	-13925	8182	-11524	-18321	-3076	9065	3343	-13936	17645	11531	-5410	-5392	8148	16462
3760	18526	13069	-16604	-17967	-11591	-16361	19299	-13490	-11893	-14042	8525	-4162	-4884	4512	3379
-7541	-16725	-14419	18014	-10480	-12351	19774	-10089	-10320	-6066	-5652	-1989	8672	14137	-15686	-5764
-131	-17991	7787	-2050	11122	-9543	1392	-17683	-1943	11720	3509	-3875	15047	-1013	7211	-15425
3644	12896	-5237	1075	-3711	-12642	-13222	-2369	-13495	18760	-4664	19482	-17232	11379	11524	15538
3889	2163	19317	4850	-17486	6885	8030	-16519	-5269	8154	4678	6	19215	3222	14696	10845
-6541	5762	6101	6407	12420	13967	-9095	-17009	5904	11932	14281	15056	127	4719	-1074	-12867
11111	12044	-14223	-5315	10160	-12627	1662	13895	11651	-17700	2192	-13721	17727	-12084	-19562	517
1152	-5925	362	-18434	-8213	14672	3330	-19650	-9820	-14033	-5703	-9965	-4303	-11539	4428	10218
12967	1817	-195	18544	9229	18382	6429	-12599	7037	18079	-13260	-2216	17141	-15535	-6290	-16361
-5786	-2836	-16936	17087	-10530	7351	1022	-6529	-15113	-18556	8233	-11039	-11617	-11041	229	5127
-17637	3477	-10087	283	-15530	-14472	-18709	4597	10817	5499	-444	12850	-16727	-14037	-13204	-7458
-15628	5002	-7936	14321	-9562	9519	-8859	10778	-3969	-17471	-4737	-13412	-18541	301	-9557	5680
-19902	12403	-15317	746	604	13151	-13621	13347	19548	-290	5728	2769	14753	-18686	-14692	17770
3017	-9635	-8068	11745	-18847	-5211	5434	-19126	-3937	-10655	10988	6795	-16904	12717	-16491	11317
13767	-4466	-18487	-17900	15886	-2935	17907	-9913	-6683	2066	16552	-14934	4047	1375	18424	19993
918	4424	8100	2493	-3471	3487	1450	-5594	-9451	19909	8915	-10441	-18077	-9707	-2680	-15558
10801	7561	13069	-3119	2988	1387	-7723	6947	-6601	6947	-2719	14087	11318	11499	-7496	-14192
-4052	11356	16159	-7903	-10730	10778	-15386	19189	-17762	-13490	-13540	-17858	13785	6300	18986	-18631
-18168	-6723	-18777	-1659	5774	19446	-2452	-5873	-15870	8393	12701	-15474	9008	13199	1819	-1128
-8056	6010	10194	13206	11808	-11398	-1395	-15854	18508	8453	-9486	-19412	13936	12725	-9969	15587
8046	-19450	71	-14637	-8048	16767	6262	-15810	19963	-19115	-1603	-19490	817	-4375	4535	16434
-16902	-1797	6214	-8037	12339	-618	-13199	15847	-9692	-1195	-276	-19505	-9822	-1542	15691	-13287
2923	-11742	-13823	-13434	-6704	15217	-8647	10503	-8646	-18156	-18222	-8729	-8810	-9696	-11735	9745
6813	-12128	12888	2095	3989	-15911	-8430	-1156	-8830	19314	-2554	-17965	323	19669	7243	6873
5890	-16462	17764	-2668	15880	-6926	10325	-18199	-5859	-4231	-5034	18027	4261	-18372	11198	-10045
-12929	10428	18088	-8907	-15578	2787	9855	7375	-11078	-18882	11919	19768	19517	-5444	-2271	16522
-14187	-14941	17894	-10694	-1901	3838	-6171	8144	617	17444	5696	19371	15276	172	16221	10200
-311	10615	9658	13395	11358	9744	-4648	-3545	10317	6055	-3796	-8683	6799	-5377	12126	13349
-12705	9160	13313	-4442	-6532	16577	8319	10549	8893	-10499	5528	16827	7454	-8884	2733	-10879
-14228	8539	13972	-15131	5557	6251	14163	2195	-19519	2065	10309	-13687	-14826	-18009	177	-16828
-4324	-7987	-9386	633	16261	18939	-12456	7869	12906	-842	-3335	10618	-7592	-3354	-14836	18047
11074	-14852	-5729	17246	2306	18409	13666	19423	14166	1267	-8136	8358	19481	-11966	-15476	-7087
-10972	-18947	-6805	-1011	-17650	-18800	7686	2059	-9525	-2509	-10160	6296	-13909	-11411	890	-8214
-17013	-4085	-8101	-17687	11787	-9783	1849	-1167	-14159	19519	7162	-1403	8891	-17797	-13901	-4693
-12994	16042	8659	-12355	3342	-2190	7833	-15778	7486	-14387	10672	-6062	-12312	1688	-2823	-6622
573	-2324	771	252	-6366	5824	-7787	-2458	1692	3556	12071	7760	-15854	9263	18783	11340
2885	-16716	-939	7822	-118	15284	781	-7663	-10335	14553	18204	16693	18914	-19804	4185	13729
633	2	16549	647	13469	4596	-1410	-15550	-5015	15409	1881	-14588	-8325	-4786	-19807	15681
-12704	-2172	9833	-17018	19285	-19867	-6989	13609	-10082	3931	926	17940	-6331	7389	8611	15477
19472	-7597	18672	-19888	1498	-16057	-18132	-9242	-2860	1239	-7318	13276	-5439	592	12029	1591
-13219	-5530	12537	-17188	4262	-6036	-17567	-17890	-1155	19605	-19350	-14428	14733	17344	6645	4538
10655	12493	-1873	13728	-299	-16730	1413	19051	-19712	-6591	6919	-16888	-6738	-15848	17160	-12870
11913	17707	-9995	19181	-3897	15241	6534	3402	-1522	-11382	11087	13458	-14172	-2748	9692	-8364
-14710	14886	11219	18067	-19107	14810	-11258	-17695	13595	-1608	-6333	12938	-15472	19772	3568	6278
-2029	-4329	-8662	-16666	-1771	-8470	10232	9458	7256	-13018	-16593	18382	-4664	2680	17083	-3354
18635	-4574	-15969	19384	16396	-10113	12299	-8435	17504	-2079	-13409	-5565	9460	14305	-15754	2298
10699	-13808	5873	-498	12503	-3538	12363	6238	-8803	-12901	-3866	16417	-6773	-7160	-8310	-4833
-9477	-6223	9564	-1473	-3699	9030	4468	-7336	-13542	-14715	-16459	14951	5268	13938	-8077	-13231
10934	4976	10604	-17932	-8720	11929	-7469	16338	14116	2335	5810	-14821	-4962	19383	10041	-8056
18148	12433	-12998	-8079	-1376	12658	-8184	-6789	3050	-10839	-8887	-18009	17454	-12730	-10459	1721
-11703	-18100	-13427	13169	-4048	18318	-17146	16479	-2187	-14447	4696	-15129	-18999	-18264	-13628	3246
-6542	9134	-19101	-19277	-16647	5337	-6122	-455	-6776	9622	-9127	14993	-16620	-13230	3277	-11274
-12154	4440	-12304	16907	-19018	-13442	3289	-10845	14230	-4144	7440	7319	12359	9393	-7417	6320
12965	2527	-2664	-12006	11720	-11318	-10147	-18946	3353	3346	10294	6199	-14601	-3749	-14133	5543
2417	3695	10474	2154	3372	-8392	16875	-13469	14995	-7122	6638	13929	-5690	18538	-4399	9403
-15854	18707	-6004	-15131	972	11034	8515	-10687	-16692	-18670	-9934	2116	16287	-5280	-10017	-12771
18091	-6200	-4351	-15617	-642	-3387	-17720	3361	8638	10701	8685	11319	-3821	7348	2810	4441
-11635	-9232	188	-7648	-5742	883	-5418	-12212	5587	-6715	-17268	15496	-10796	-1983	3296	14492
12218	19710	-2378	-2194	15991	-19789	14390	-4623	-4905	2486	-721	-18959	8276	-3219	-14174	-8652
-16782	12933	6842	12903	-12169	2043	-13358	-7382	16576	-11255	17266	15042	215	-10745	-16544	7296
-1560	17780	-1670	2967	-7042	-19881	-13313	-14543	17745	2766	-14700	6417	-12442	-9094	4129	-15246
-368	13945	-12910	18009	-13806	8565	-2956	614	-5481	11993	12214	-16891	14076	12623	9036	-12551
-524	19508	12947	13907	-11081	-6769	6903	-12384	-8484	19789	-440	19219	-17327	-11808	13982	-7188
8809	19497	-12569	-10003	-16062	-13331	-19256	13641	-9762	-8242	17809	4471	-2955	-7642	-761	-4292
-17640	-16187	15123	-5582	-16175	13187	-19815	-2884	18555	14153	-10767	-6344	2737	12171	-16071	8262
-4581	9663	15966	8178	-276	19548	-1460	17552	12212	-18795	-1640	-12079	3646	-12872	-13466	-2420
-1721	19259	-16265	-13742	-11188	6880	8528	4821	-12065	13167	7941	756	15522	19752	-4	-11530
14643	-17620	-9739	-2806	-1137	-17974	-3173	19079	-16536	-18406	-17723	6740	-1650	16901	-10870	17149
-15565	-2564	1252	5415	15832	-19833	15758	8761	652	-11041	4396	-10932	-5372	13537	631	11083
9590	15915	1224	-10412	-1628	-15506	-4235	-772	12679	-8269	-4747	-9653	-13745	-13740	16818	18869
17342	-12188	17361	11186	9685	14787	12780	3908	18195	-8211	14968	18562	-1057	12153	11845	-19922
-15108	-17779	-8151	16404	-18263	-15665	-12866	18111	12853	-17343	-9286	5162	18240	15895	13057	-1578
5804	-7658	-5441	2779	-13466	18409	18343	5678	-1694	19504	12043	-14588	1995	12159	10079	-6911
18065	6020	4180	9457	-346	10096	-5457	5826	-8310	5253	13900	450	16520	-9035	-8888	2282
1175	1219	19603	19029	14158	-15663	-17904	-7067	11538	11263	18214	-1106	-747	-7521	6135	9766
6041	-859	17402	8757	-10002	-13029	-17180	-16995	15692	708	17795	-8256	17297	4995	18755	15575
-34	-2159	-11964	-10617	800	5034	7516	-19174	-8877	-15190	7965	-12657	-16476	17545	-2620	6589
-9415	-13463	-798	19951	792	-2511	2277	6054	-3878	1355	2395	322	-6752	-10951	6075	-1197
18524	17235	17952	-7399	18565	-7865	-433	6595	6626	-14797	14800	-11956	-13187	3368	-3788	18545
-5360	-6922	-13565	19861	12199	-3523	13531	9169	14614	-4406	7167	10855	19647	-17103	-16193	-2957
16973	9776	-10195	12376	3778	-12106	1018	8241	-4661	-17241	3493	12128	763	-17114	2332	-17964
-9180	6276	-11786	-13428	-10685	6362	-8217	8598	-5486	8032	2857	-6498	-5892	5131	14063	-17939
13218	-11510	-18981	-11480	-6717	-9583	10692	-18034	-10668	-14916	-5756	-13251	648	5879	-59	-19088
5021	-18985	14536	3116	11052	18420	11421	-17633	12524	-1071	-11595	-10173	-7780	3592	11330	-12171
-7743	774	-18415	12940	-19281	15948	-16494	16208	9748	-16812	-10058	-5139	-19951	-3195	3487	-13329
2602	2478	17101	18203	-19211	-2517	12522	16395	-18287	5530	-10702	-5474	10829	-6603	-15023	-5223
-15693	9767	-840	-16141	-8787	6645	-12057	12282	-8112	-5244	-2701	1762	19825	-10030	2039	10538
19953	-15013	17434	-7572	-131	10062	-11211	16665	-5982	13326	7482	-16624	9833	2661	-17875	-15931
18890	-7544	-8989	-13127	5160	-19919	6069	-1442	11359	7218	1692	-1697	18981	12821	-12349	18254
-5361	17550	15121	8752	-15538	5360	-8430	-8279	-19542	-64	16787	-16435	-16893	-7151	-15037	1420
-5231	7750	13942	6834	-8987	-6936	-2266	-19124	17295	-13121	-19404	4957	-15764	5908	4051	7133
6693	4993	-15967	7964	-13153	5809	14183	-13012	-2257	-11175	-16098	-16869	3537	-9177	-7761	14430
12305	-15091	5693	3780	17037	-1843	-7423	4547	-19364	-12618	13494	-4339	-18683	17596	3988	10291
-2973	-13187	11386	13137	10030	-11602	14067	-3471	8116	5154	9438	-1237	-3092	-12736	-17666	-5582
-9400	5656	-3017	14071	-11830	7369	-6287	-367	7673	10176	-17033	2318	-2592	15756	-19941	-13256
-11812	12050	14561	16596	-5651	-14554	-12435	-2003	15517	10462	3388	-4309	12395	-5073	-15626	-11542
-6030	5120	-14764	-10596	-7556	3085	5972	12283	7163	-12396	-15286	10139	-8035	-12002	-18876	4574
17509	780	-5514	19916	19686	11187	7091	-2620	7924	11337	14335	-4327	-15770	18740	16121	9302
13826	383	-207	19233	5232	-1534	-9592	3726	-8467	18944	7321	137	-7485	19455	-4459	14359
-5809	-13981	-16807	3879	12194	-7303	-8440	11305	9920	-10688	-590	-3251	-19635	378	10671	18612
2882	19436	-3426	-1148	-19728	-15697	-18410	-17762	-15987	-15912	11310	16543	13471	-9422	-2349	-7909
16620	14002	13394	11817	-15608	-4885	-3846	5964	-12208	12172	-818	19998	-18300	-11647	-17697	637
-4085	-16942	7496	-16317	735	-2073	19845	-293	16777	6439	18525	-4078	18701	3593	-7548	-7193
-2045	-8684	19765	-10088	17559	-5644	-2678	-6937	-3180	-10784	6211	-2234	18253	1290	-14424	16421
-9030	-3799	10330	-14103	-12193	-11021	5729	-16348	-3998	-13373	-14350	13484	-10704	-12183	-4660	8242
-16878	19540	15338	6384	-12799	-3511	-1610	10182	-13211	-13077	5367	-2806	12277	-16349	11842	-3705
2898	-10468	-3670	-93	11743	-9055	1632	-4501	3258	-11812	130	-6450	2719	7917	-1496	10631
19287	-19387	10114	3580	4299	6446	-3918	15159	14092	-16099	14591	-9538	9702	11239	-13564	12288
8283	-1158	-3819	-10229	-12136	7672	-11493	11991	-16609	7075	7530	17890	6543	5680	-962	-4883
10880	-7498	-1567	-15406	-18189	17257	-17091	19369	-410	9021	1688	-11744	3573	-4849	11904	-19873
-3840	-17754	-15582	2939	16404	-10749	-18410	-16056	-4799	9663	-98	-15317	-1274	2140	-18094	-18775
1041	18809	-17143	-19396	-341	-362	17172	17673	-1629	-16929	-19533	-17997	-4167	6069	9863	-11495
-18607	-14856	11794	9732	7617	6346	-8529	1662	11694	7565	-16186	-8891	-9253	10288	7228	-339
-15572	3533	5327	9629	-9010	16895	-13410	11552	-2106	-681	-4248	-4847	-14111	11213	-3403	-12943
18912	9544	2032	-7547	6386	2572	-5428	10072	-19312	-10282	1757	-19716	15074	5645	-18770	-15904
-1457	8119	-9555	3737	3650	14346	12536	16249	-3309	1149	-7518	7692	-6419	16646	-4067	-7449
10599	-2568	11862	18311	1557	5572	-16420	16332	5481	-8877	-8465	-7731	19626	-3459	-7205	18010
-6741	16737	5668	13864	-12160	-15535	-11345	-15318	19901	-11081	9618	-16336	-15461	15092	-10512	-10181
-18498	13344	-10057	-7221	-17099	-18995	-18926	8034	-13133	-15409	14895	-5372	18522	-12780	-18788	5174
6468	-2273	-7890	-5462	-7047	17472	-9617	-10977	12891	3982	-4640	-13537	-2540	-2763	18850	-14685
6664	-5668	-18559	-1763	11132	-1222	4065	12773	-2273	-17244	9332	7207	12345	-15074	-3736	-12496
-16371	4546	-542	15608	-17676	-5814	17053	8012	4387	7214	7501	-16529	4324	-11775	-18078	6235
-8862	9953	-13578	13006	7881	-7615	6639	-7633	-14468	-15954	4246	5703	-19957	16420	-11332	-15963
-13742	-19464	-9863	10739	9254	-14236	-14390	18080	15766	3450	8019	3584	-3425	-6541	-15261	-1861
-13848	-18220	-5844	-9134	19965	-10551	-17224	770	9979	9199	-7776	-7674	-18524	7496	-2251	-12372
9101	-11330	16676	13366	13560	10251	-8495	11610	8773	5365	-4837	-19973	13265	2925	-10887	1959
10896	13146	-16615	-16657	19258	17736	2000	-1302	3408	16382	-16871	10002	-2758	-1890	15452	-10115
11965	11881	-5119	-7828	-9039	16766	-6268	-11869	-7974	-8948	-2976	-14648	15610	-15822	-6795	-12708
-12680	-10983	-5979	-5604	4407	-5469	14548	-10374	-13458	14203	19764	1596	9239	5634	3939	6879
